UDI,conjunto
2414,teste
2415,teste
2416,validacao
2417,validacao
2418,teste
2419,treino
2420,treino
2421,teste
2422,teste
2423,treino
2424,validacao
2425,treino
2426,treino
2427,validacao
2428,teste
2429,treino
2430,treino
2431,teste
2432,treino
2433,validacao
2434,teste
2435,treino
2436,validacao
2437,treino
2438,treino
2439,validacao
2440,treino
2441,validacao
2442,treino
2443,validacao
2444,teste
2445,teste
2446,teste
2447,teste
2448,treino
2449,teste
2450,treino
2451,treino
2452,validacao
2453,treino
2454,teste
2455,treino
2456,treino
2457,teste
2458,treino
2459,validacao
2460,teste
2461,treino
2462,treino
2463,treino
2464,treino
2465,treino
2466,treino
2467,teste
2468,treino
2469,treino
2470,treino
2471,treino
2472,teste
2473,treino
2474,treino
2475,teste
2476,treino
2477,treino
2478,treino
2479,treino
2480,validacao
2481,treino
2482,treino
2483,teste
2484,treino
2485,teste
2486,treino
2487,validacao
2488,treino
2489,treino
2490,treino
2491,teste
2492,teste
2493,treino
2494,teste
2495,validacao
2496,validacao
2497,treino
2498,teste
2499,treino
2500,validacao
2501,treino
2502,treino
2503,treino
2504,treino
2505,validacao
2506,treino
2507,validacao
2508,treino
2509,teste
2510,treino
2511,treino
2512,treino
2513,treino
2514,treino
2515,treino
2516,treino
2517,treino
2518,treino
2519,treino
2520,teste
2521,treino
2522,treino
2523,treino
2524,treino
2525,treino
2526,validacao
2527,treino
2528,treino
2529,treino
2530,treino
2531,treino
2532,teste
2533,treino
2534,validacao
2535,teste
2536,treino
2537,treino
2538,teste
2539,validacao
2540,teste
2541,treino
2542,treino
2543,treino
2544,treino
2545,teste
2546,treino
2547,treino
2548,teste
2549,treino
2550,validacao
2551,treino
2552,treino
2553,treino
2554,treino
2555,teste
2556,treino
2557,teste
2558,treino
2559,treino
2560,treino
2561,treino
2562,treino
2563,validacao
2564,treino
2565,treino
2566,validacao
2567,teste
2568,teste
2569,treino
2570,teste
2571,treino
2572,treino
2573,validacao
2574,treino
2575,treino
2576,treino
2577,teste
2578,treino
2579,validacao
2580,treino
2581,treino
2582,treino
2583,treino
2584,treino
2585,validacao
2586,treino
2587,treino
2588,validacao
2589,treino
2590,treino
2591,treino
2592,treino
2593,treino
2594,validacao
2595,treino
2596,treino
2597,treino
2598,validacao
2599,treino
2600,teste
2601,treino
2602,treino
2603,validacao
2604,treino
2605,treino
2606,teste
2607,teste
2608,treino
2609,teste
2610,treino
2611,validacao
2612,validacao
2613,teste
2614,treino
2615,treino
2616,treino
2617,treino
2618,treino
2619,teste
2620,treino
2621,treino
2622,treino
2623,treino
2624,treino
2625,teste
2626,teste
2627,treino
2628,teste
2629,treino
2630,treino
2631,treino
2632,treino
2633,treino
2634,validacao
2635,treino
2636,teste
2637,validacao
2638,treino
2639,validacao
2640,validacao
2641,teste
2642,treino
2643,treino
2644,treino
2645,treino
2646,treino
2647,treino
2648,validacao
2649,validacao
2650,treino
2651,treino
2652,treino
2653,treino
2654,treino
2655,validacao
2656,validacao
2657,treino
2658,teste
2659,treino
2660,treino
2661,teste
2662,treino
2663,treino
2664,treino
2665,treino
2666,treino
2667,teste
2668,validacao
2669,treino
2670,validacao
2671,treino
2672,teste
2673,teste
2674,treino
2675,validacao
2676,treino
2677,validacao
2678,treino
2679,treino
2680,validacao
2681,teste
2682,treino
2683,treino
2684,treino
2685,treino
2686,treino
2687,treino
2688,treino
2689,treino
2690,treino
2691,treino
2692,validacao
2693,treino
2694,teste
2695,treino
2696,treino
2697,validacao
2698,treino
2699,treino
2700,treino
2701,teste
2702,treino
2703,treino
2704,teste
2705,teste
2706,treino
2707,validacao
2708,teste
2709,treino
2710,treino
2711,treino
2712,treino
2713,validacao
2714,teste
2715,treino
2716,treino
2717,treino
2718,treino
2719,treino
2720,validacao
2721,treino
2722,treino
2723,treino
2724,treino
2725,treino
2726,validacao
2727,validacao
2728,treino
2729,validacao
2730,treino
2731,treino
2732,treino
2733,validacao
2734,treino
2735,treino
2736,teste
2737,treino
2738,treino
2739,treino
2740,validacao
2741,validacao
2742,treino
2743,teste
2744,treino
2745,validacao
2746,treino
2747,validacao
2748,teste
2749,treino
2750,treino
2751,teste
2752,treino
2753,treino
2754,treino
2755,validacao
2756,treino
2757,treino
2758,treino
2759,validacao
2760,treino
2761,treino
2762,validacao
2763,treino
2764,teste
2765,treino
2766,teste
2767,validacao
2768,validacao
2769,treino
2770,treino
2771,treino
2772,treino
2773,validacao
2774,teste
2775,treino
2776,treino
2777,treino
2778,treino
2779,teste
2780,validacao
2781,treino
2782,teste
2783,teste
2784,teste
2785,treino
2786,treino
2787,treino
2788,teste
2789,treino
2790,teste
2791,teste
2792,validacao
2793,treino
2794,treino
2795,treino
2796,validacao
2797,treino
2798,treino
2799,treino
2800,treino
2801,validacao
2802,teste
2803,treino
2804,teste
2805,teste
2806,treino
2807,teste
2808,treino
2809,teste
2810,teste
2811,teste
2812,treino
2813,treino
2814,treino
2815,teste
2816,teste
2817,treino
2818,teste
2819,treino
2820,treino
2821,treino
2822,treino
2823,teste
2824,validacao
2825,validacao
2826,treino
2827,validacao
2828,treino
2829,treino
2830,treino
2831,validacao
2832,treino
2833,treino
2834,validacao
2835,treino
2836,treino
2837,treino
2838,validacao
2839,teste
2840,treino
2841,treino
2842,treino
2843,teste
2844,treino
2845,treino
2846,treino
2847,validacao
2848,treino
2849,treino
2850,teste
2851,treino
2852,treino
2853,teste
2854,treino
2855,treino
2856,treino
2857,teste
2858,treino
2859,treino
2860,treino
2861,treino
2862,teste
2863,validacao
2864,treino
2865,teste
2866,teste
2867,treino
2868,validacao
2869,treino
2870,teste
2871,validacao
2872,treino
2873,treino
2874,treino
2875,treino
2876,treino
2877,treino
2878,treino
2879,teste
2880,treino
2881,treino
2882,teste
2883,treino
2884,treino
2885,teste
2886,treino
2887,treino
2888,teste
2889,treino
2890,treino
2891,validacao
2892,treino
2893,validacao
2894,validacao
2895,validacao
2896,treino
2897,treino
2898,teste
2899,treino
2900,treino
2901,treino
2902,treino
2903,validacao
2904,teste
2905,treino
2906,teste
2907,treino
2908,treino
2909,validacao
2910,treino
2911,treino
2912,teste
2913,teste
2914,treino
2915,treino
2916,validacao
2917,validacao
2918,teste
2919,validacao
2920,treino
2921,validacao
2922,treino
2923,teste
2924,treino
2925,treino
2926,treino
2927,treino
2928,treino
2929,validacao
2930,treino
2931,treino
2932,treino
2933,treino
2934,treino
2935,validacao
2936,treino
2937,teste
2938,treino
2939,treino
2940,teste
2941,validacao
2942,teste
2943,validacao
2944,teste
2945,treino
2946,teste
2947,teste
2948,treino
2949,treino
2950,teste
2951,treino
2952,treino
2953,teste
2954,treino
2955,treino
2956,treino
2957,treino
2958,validacao
2959,treino
2960,validacao
2961,treino
2962,treino
2963,validacao
2964,teste
2965,treino
2966,teste
2967,treino
2968,treino
2969,validacao
2970,validacao
2971,teste
2972,treino
2973,teste
2974,treino
2975,validacao
2976,validacao
2977,treino
2978,validacao
2979,treino
2980,treino
2981,treino
2982,validacao
2983,validacao
2984,treino
2985,treino
2986,teste
2987,validacao
2988,treino
2989,teste
2990,treino
2991,treino
2992,treino
2993,treino
2994,validacao
2995,teste
2996,treino
2997,treino
2998,teste
2999,validacao
3000,treino
3001,treino
3002,treino
3003,treino
3004,validacao
3005,treino
3006,validacao
3007,teste
3008,treino
3009,treino
3010,treino
3011,treino
3012,treino
3013,treino
3014,teste
3015,treino
3016,treino
3017,validacao
3018,treino
3019,treino
3020,treino
3021,treino
3022,validacao
3023,teste
3024,treino
3025,treino
3026,treino
3027,teste
3028,validacao
3029,treino
3030,treino
3031,validacao
3032,validacao
3033,teste
3034,treino
3035,teste
3036,treino
3037,validacao
3038,teste
3039,validacao
3040,treino
3041,treino
3042,treino
3043,treino
3044,teste
3045,treino
3046,teste
3047,treino
3048,teste
3049,treino
3050,treino
3051,treino
3052,teste
3053,teste
3054,treino
3055,treino
3056,teste
3057,treino
3058,validacao
3059,treino
3060,teste
3061,treino
3062,treino
3063,validacao
3064,treino
3065,treino
3066,teste
3067,validacao
3068,validacao
3069,treino
3070,treino
3071,treino
3072,treino
3073,treino
3074,treino
3075,treino
3076,treino
3077,validacao
3078,treino
3079,treino
3080,treino
3081,teste
3082,teste
3083,treino
3084,treino
3085,treino
3086,teste
3087,treino
3088,treino
3089,treino
3090,treino
3091,treino
3092,teste
3093,validacao
3094,treino
3095,treino
3096,validacao
3097,teste
3098,validacao
3099,teste
3100,treino
3101,treino
3102,treino
3103,treino
3104,treino
3105,teste
3106,treino
3107,teste
3108,treino
3109,validacao
3110,treino
3111,treino
3112,treino
3113,treino
3114,validacao
3115,treino
3116,validacao
3117,treino
3118,teste
3119,teste
3120,validacao
3121,treino
3122,treino
3123,treino
3124,treino
3125,validacao
3126,validacao
3127,validacao
3128,teste
3129,teste
3130,treino
3131,teste
3132,treino
3133,teste
3134,validacao
3135,validacao
3136,treino
3137,treino
3138,treino
3139,treino
3140,treino
3141,treino
3142,treino
3143,treino
3144,validacao
3145,teste
3146,treino
3147,treino
3148,treino
3149,treino
3150,teste
3151,teste
3152,treino
3153,treino
3154,validacao
3155,treino
3156,treino
3157,treino
3158,treino
3159,teste
3160,validacao
3161,treino
3162,treino
3163,treino
3164,teste
3165,validacao
3166,treino
3167,treino
3168,treino
3169,validacao
3170,treino
3171,teste
3172,validacao
3173,treino
3174,treino
3175,treino
3176,treino
3177,teste
3178,treino
3179,treino
3180,treino
3181,treino
3182,teste
3183,treino
3184,treino
3185,treino
3186,teste
3187,treino
3188,treino
3189,treino
3190,treino
3191,treino
3192,validacao
3193,validacao
3194,treino
3195,teste
3196,treino
3197,treino
3198,treino
3199,treino
3200,treino
3201,treino
3202,teste
3203,treino
3204,treino
3205,treino
3206,treino
3207,validacao
3208,validacao
3209,treino
3210,treino
3211,validacao
3212,treino
3213,validacao
3214,validacao
3215,treino
3216,treino
3217,validacao
3218,treino
3219,teste
3220,treino
3221,treino
3222,teste
3223,validacao
3224,treino
3225,teste
3226,validacao
3227,validacao
3228,treino
3229,treino
3230,teste
3231,treino
3232,treino
3233,teste
3234,validacao
3235,teste
3236,treino
3237,treino
3238,treino
3239,treino
3240,treino
3241,treino
3242,treino
3243,treino
3244,treino
3245,treino
3246,treino
3247,treino
3248,treino
3249,teste
3250,treino
3251,treino
3252,teste
3253,teste
3254,treino
3255,treino
3256,teste
3257,teste
3258,teste
3259,treino
3260,treino
3261,treino
3262,treino
3263,validacao
3264,validacao
3265,teste
3266,treino
3267,treino
3268,teste
3269,treino
3270,treino
3271,treino
3272,teste
3273,treino
3274,validacao
3275,treino
3276,treino
3277,treino
3278,validacao
3279,validacao
3280,treino
3281,treino
3282,treino
3283,treino
3284,validacao
3285,treino
3286,validacao
3287,treino
3288,treino
3289,validacao
3290,treino
3291,treino
3292,treino
3293,treino
3294,treino
3295,treino
3296,teste
3297,treino
3298,treino
3299,validacao
3300,validacao
3301,validacao
3302,validacao
3303,teste
3304,teste
3305,treino
3306,treino
3307,treino
3308,teste
3309,validacao
3310,teste
3311,validacao
3312,teste
3313,treino
3314,validacao
3315,treino
3316,treino
3317,treino
3318,treino
3319,teste
3320,treino
3321,teste
3322,teste
3323,treino
3324,treino
3325,treino
3326,treino
3327,validacao
3328,treino
3329,teste
3330,treino
3331,treino
3332,treino
3333,treino
3334,treino
3335,treino
3336,treino
3337,validacao
3338,treino
3339,validacao
3340,treino
3341,treino
3342,validacao
3343,treino
3344,validacao
3345,validacao
3346,teste
3347,teste
3348,validacao
3349,treino
3350,treino
3351,treino
3352,validacao
3353,treino
3354,validacao
3355,validacao
3356,treino
3357,treino
3358,treino
3359,treino
3360,validacao
3361,treino
3362,validacao
3363,treino
3364,treino
3365,treino
3366,treino
3367,validacao
3368,validacao
3369,validacao
3370,treino
3371,treino
3372,validacao
3373,treino
3374,teste
3375,treino
3376,treino
3377,teste
3378,validacao
3379,treino
3380,treino
3381,treino
3382,validacao
3383,teste
3384,validacao
3385,treino
3386,treino
3387,teste
3388,treino
3389,treino
3390,validacao
3391,validacao
3392,treino
3393,teste
3394,treino
3395,validacao
3396,treino
3397,treino
3398,treino
3399,treino
3400,validacao
3401,validacao
3402,treino
3403,treino
3404,treino
3405,validacao
3406,treino
3407,teste
3408,validacao
3409,treino
3410,teste
3411,validacao
3412,treino
3413,teste
3414,treino
3415,validacao
3416,treino
3417,treino
3418,teste
3419,treino
3420,validacao
3421,teste
3422,treino
3423,treino
3424,treino
3425,teste
3426,teste
3427,treino
3428,teste
3429,validacao
3430,validacao
3431,treino
3432,treino
3433,treino
3434,treino
3435,treino
3436,treino
3437,teste
3438,treino
3439,teste
3440,treino
3441,validacao
3442,treino
3443,treino
3444,treino
3445,treino
3446,validacao
3447,teste
3448,validacao
3449,treino
3450,treino
3451,teste
3452,teste
3453,treino
3454,teste
3455,treino
3456,teste
3457,teste
3458,treino
3459,treino
3460,teste
3461,validacao
3462,validacao
3463,treino
3464,teste
3465,treino
3466,treino
3467,treino
3468,treino
3469,teste
3470,validacao
3471,treino
3472,treino
3473,teste
3474,treino
3475,teste
3476,validacao
3477,treino
3478,teste
3479,treino
3480,validacao
3481,treino
3482,treino
3483,treino
3484,treino
3485,treino
3486,treino
3487,treino
3488,validacao
3489,treino
3490,treino
3491,treino
3492,treino
3493,validacao
3494,treino
3495,validacao
3496,validacao
3497,treino
3498,treino
3499,validacao
3500,teste
3501,teste
3502,treino
3503,teste
3504,teste
3505,treino
3506,validacao
3507,treino
3508,treino
3509,validacao
3510,validacao
3511,teste
3512,treino
3513,treino
3514,teste
3515,treino
3516,teste
3517,treino
3518,treino
3519,treino
3520,teste
3521,treino
3522,treino
3523,treino
3524,teste
3525,treino
3526,treino
3527,treino
3528,teste
3529,treino
3530,treino
3531,treino
3532,teste
3533,treino
3534,treino
3535,treino
3536,treino
3537,teste
3538,teste
3539,teste
3540,validacao
3541,treino
3542,treino
3543,validacao
3544,treino
3545,validacao
3546,treino
3547,treino
3548,teste
3549,treino
3550,treino
3551,treino
3552,teste
3553,treino
3554,treino
3555,treino
3556,treino
3557,treino
3558,teste
3559,treino
3560,treino
3561,treino
3562,teste
3563,treino
3564,treino
3565,treino
3566,validacao
3567,treino
3568,treino
3569,treino
3570,treino
3571,teste
3572,teste
3573,treino
3574,treino
3575,treino
3576,teste
3577,treino
3578,treino
3579,treino
3580,treino
3581,validacao
3582,treino
3583,teste
3584,treino
3585,treino
3586,treino
3587,treino
3588,treino
3589,treino
3590,treino
3591,treino
3592,treino
3593,teste
3594,teste
3595,treino
3596,treino
3597,teste
3598,teste
3599,validacao
3600,treino
3601,treino
3602,treino
3603,validacao
3604,teste
3605,treino
3606,treino
3607,treino
3608,treino
3609,treino
3610,treino
3611,treino
3612,treino
3613,treino
3614,treino
3615,treino
3616,treino
3617,treino
3618,teste
3619,teste
3620,validacao
3621,treino
3622,treino
3623,treino
3624,treino
3625,treino
3626,treino
3627,validacao
3628,treino
3629,treino
3630,treino
3631,validacao
3632,treino
3633,treino
3634,treino
3635,treino
3636,treino
3637,teste
3638,treino
3639,treino
3640,treino
3641,teste
3642,treino
3643,validacao
3644,teste
3645,validacao
3646,validacao
3647,treino
3648,validacao
3649,teste
3650,treino
3651,treino
3652,teste
3653,treino
3654,validacao
3655,treino
3656,teste
3657,treino
3658,treino
3659,treino
3660,teste
3661,treino
3662,treino
3663,treino
3664,treino
3665,treino
3666,validacao
3667,teste
3668,treino
3669,teste
3670,validacao
3671,validacao
3672,teste
3673,treino
3674,treino
3675,validacao
3676,treino
3677,treino
3678,validacao
3679,teste
3680,treino
3681,treino
3682,teste
3683,teste
3684,teste
3685,treino
3686,treino
3687,teste
3688,validacao
3689,teste
3690,treino
3691,treino
3692,treino
3693,validacao
3694,validacao
3695,treino
3696,teste
3697,treino
3698,treino
3699,treino
3700,teste
3701,treino
3702,validacao
3703,treino
3704,treino
3705,treino
3706,treino
3707,treino
3708,treino
3709,validacao
3710,treino
3711,treino
3712,treino
3713,teste
3714,treino
3715,treino
3716,treino
3717,teste
3718,treino
3719,teste
3720,treino
3721,treino
3722,validacao
3723,teste
3724,treino
3725,teste
3726,teste
3727,validacao
3728,teste
3729,validacao
3730,teste
3731,treino
3732,treino
3733,treino
3734,teste
3735,validacao
3736,validacao
3737,treino
3738,treino
3739,treino
3740,treino
3741,validacao
3742,treino
3743,treino
3744,teste
3745,treino
3746,treino
3747,validacao
3748,treino
3749,treino
3750,treino
3751,treino
3752,treino
3753,treino
3754,treino
3755,teste
3756,validacao
3757,treino
3758,validacao
3759,treino
3760,treino
3761,validacao
3762,treino
3763,teste
3764,teste
3765,validacao
3766,teste
3767,teste
3768,validacao
3769,validacao
3770,treino
3771,treino
3772,teste
3773,validacao
3774,treino
3775,treino
3776,treino
3777,treino
3778,teste
3779,treino
3780,treino
3781,validacao
3782,treino
3783,treino
3784,treino
3785,treino
3786,teste
3787,teste
3788,validacao
3789,validacao
3790,treino
3791,treino
3792,validacao
3793,teste
3794,treino
3795,teste
3796,validacao
3797,treino
3798,treino
3799,treino
3800,treino
3801,treino
3802,teste
3803,treino
3804,treino
3805,teste
3806,treino
3807,teste
3808,teste
3809,treino
3810,treino
3811,treino
3812,validacao
3813,teste
3814,treino
3815,teste
3816,treino
3817,treino
3818,treino
3819,treino
3820,treino
3821,teste
3822,treino
3823,validacao
3824,treino
3825,treino
3826,treino
3827,treino
3828,treino
3829,treino
3830,treino
3831,teste
3832,treino
3833,validacao
3834,teste
3835,treino
3836,treino
3837,teste
3838,treino
3839,validacao
3840,teste
3841,treino
3842,treino
3843,validacao
3844,teste
3845,treino
3846,validacao
3847,treino
3848,treino
3849,treino
3850,treino
3851,treino
3852,teste
3853,treino
3854,treino
3855,treino
3856,treino
3857,teste
3858,treino
3859,teste
3860,teste
3861,validacao
3862,treino
3863,teste
3864,treino
3865,validacao
3866,treino
3867,teste
3868,treino
3869,treino
3870,treino
3871,treino
3872,treino
3873,treino
3874,teste
3875,treino
3876,treino
3877,teste
3878,treino
3879,validacao
3880,treino
3881,treino
3882,treino
3883,treino
3884,treino
3885,validacao
3886,validacao
3887,teste
3888,validacao
3889,treino
3890,treino
3891,treino
3892,treino
3893,treino
3894,validacao
3895,validacao
3896,teste
3897,treino
3898,treino
3899,treino
3900,treino
3901,treino
3902,validacao
3903,teste
3904,treino
3905,treino
3906,treino
3907,treino
3908,validacao
3909,teste
3910,teste
3911,teste
3912,treino
3913,teste
3914,treino
3915,validacao
3916,validacao
3917,teste
3918,treino
3919,validacao
3920,treino
3921,validacao
3922,treino
3923,validacao
3924,treino
3925,treino
3926,treino
3927,teste
3928,treino
3929,treino
3930,treino
3931,treino
3932,validacao
3933,validacao
3934,treino
3935,validacao
3936,teste
3937,validacao
3938,treino
3939,treino
3940,treino
3941,teste
3942,treino
3943,treino
3944,treino
3945,teste
3946,treino
3947,teste
3948,validacao
3949,treino
3950,teste
3951,validacao
3952,teste
3953,treino
3954,treino
3955,treino
3956,teste
3957,validacao
3958,validacao
3959,validacao
3960,validacao
3961,treino
3962,treino
3963,validacao
3964,validacao
3965,teste
3966,validacao
3967,teste
3968,treino
3969,treino
3970,teste
3971,validacao
3972,treino
3973,treino
3974,validacao
3975,teste
3976,treino
3977,treino
3978,teste
3979,treino
3980,treino
3981,treino
3982,treino
3983,treino
3984,treino
3985,treino
3986,treino
3987,treino
3988,validacao
3989,validacao
3990,teste
3991,treino
3992,teste
3993,treino
3994,treino
3995,validacao
3996,treino
3997,treino
3998,validacao
3999,treino
4000,treino
4001,treino
4002,teste
4003,validacao
4004,treino
4005,treino
4006,treino
4007,treino
4008,treino
4009,treino
4010,treino
4011,validacao
4012,validacao
4013,validacao
4014,teste
4015,treino
4016,teste
4017,treino
4018,validacao
4019,treino
4020,treino
4021,treino
4022,treino
4023,treino
4024,validacao
4025,treino
4026,treino
4027,teste
4028,validacao
4029,teste
4030,treino
4031,treino
4032,teste
4033,treino
4034,validacao
4035,teste
4036,teste
4037,treino
4038,treino
4039,treino
4040,treino
4041,treino
4042,treino
4043,treino
4044,validacao
4045,treino
4046,treino
4047,treino
4048,treino
4049,treino
4050,treino
4051,teste
4052,treino
4053,treino
4054,validacao
4055,treino
4056,treino
4057,treino
4058,treino
4059,treino
4060,teste
4061,teste
4062,treino
4063,treino
4064,validacao
4065,teste
4066,treino
4067,treino
4068,treino
4069,treino
4070,validacao
4071,validacao
4072,treino
4073,treino
4074,validacao
4075,treino
4076,treino
4077,treino
4078,treino
4079,teste
4080,treino
4081,teste
4082,teste
4083,treino
4084,teste
4085,treino
4086,teste
4087,treino
4088,treino
4089,treino
4090,treino
4091,treino
4092,validacao
4093,validacao
4094,treino
4095,treino
4096,validacao
4097,treino
4098,treino
4099,treino
4100,teste
4101,teste
4102,validacao
4103,treino
4104,treino
4105,treino
4106,treino
4107,teste
4108,validacao
4109,treino
4110,treino
4111,treino
4112,teste
4113,treino
4114,teste
4115,treino
4116,treino
4117,treino
4118,validacao
4119,treino
4120,validacao
4121,teste
4122,validacao
4123,teste
4124,treino
4125,treino
4126,validacao
4127,teste
4128,treino
4129,treino
4130,treino
4131,teste
4132,treino
4133,teste
4134,validacao
4135,teste
4136,validacao
4137,teste
4138,treino
4139,treino
4140,treino
4141,treino
4142,teste
4143,treino
4144,teste
4145,treino
4146,treino
4147,treino
4148,treino
4149,treino
4150,treino
4151,treino
4152,treino
4153,validacao
4154,treino
4155,treino
4156,treino
4157,teste
4158,treino
4159,treino
4160,treino
4161,teste
4162,treino
4163,treino
4164,treino
4165,validacao
4166,treino
4167,validacao
4168,validacao
4169,treino
4170,treino
4171,teste
4172,validacao
4173,treino
4174,treino
4175,treino
4176,validacao
4177,teste
4178,treino
4179,treino
4180,teste
4181,validacao
4182,treino
4183,treino
4184,treino
4185,treino
4186,treino
4187,treino
4188,treino
4189,validacao
4190,treino
4191,treino
4192,validacao
4193,teste
4194,treino
4195,validacao
4196,treino
4197,teste
4198,treino
4199,treino
4200,treino
4201,treino
4202,teste
4203,validacao
4204,validacao
4205,treino
4206,treino
4207,treino
4208,treino
4209,treino
4210,validacao
4211,treino
4212,treino
4213,teste
4214,treino
4215,treino
4216,treino
4217,treino
4218,treino
4219,treino
4220,treino
4221,treino
4222,treino
4223,teste
4224,teste
4225,treino
4226,treino
4227,validacao
4228,validacao
4229,treino
4230,treino
4231,treino
4232,teste
4233,treino
4234,validacao
4235,validacao
4236,validacao
4237,treino
4238,treino
4239,treino
4240,treino
4241,validacao
4242,teste
4243,treino
4244,teste
4245,treino
4246,treino
4247,treino
4248,treino
4249,treino
4250,validacao
4251,teste
4252,treino
4253,treino
4254,treino
4255,treino
4256,teste
4257,validacao
4258,treino
4259,teste
4260,treino
4261,treino
4262,treino
4263,treino
4264,treino
4265,teste
4266,validacao
4267,treino
4268,validacao
4269,treino
4270,validacao
4271,teste
4272,teste
4273,validacao
4274,validacao
4275,teste
4276,treino
4277,treino
4278,treino
4279,treino
4280,validacao
4281,treino
4282,validacao
4283,treino
4284,teste
4285,validacao
4286,treino
4287,validacao
4288,teste
4289,teste
4290,validacao
4291,validacao
4292,teste
4293,treino
4294,treino
4295,treino
4296,treino
4297,teste
4298,teste
4299,treino
4300,treino
4301,treino
4302,treino
4303,treino
4304,treino
4305,treino
4306,teste
4307,treino
4308,teste
4309,validacao
4310,treino
4311,treino
4312,treino
4313,teste
4314,treino
4315,treino
4316,teste
4317,treino
4318,treino
4319,treino
4320,teste
4321,treino
4322,validacao
4323,treino
4324,treino
4325,teste
4326,treino
4327,treino
4328,teste
4329,treino
4330,teste
4331,teste
4332,validacao
4333,teste
4334,validacao
4335,treino
4336,treino
4337,treino
4338,teste
4339,treino
4340,teste
4341,treino
4342,treino
4343,teste
4344,validacao
4345,validacao
4346,treino
4347,validacao
4348,treino
4349,treino
4350,teste
4351,treino
4352,teste
4353,treino
4354,validacao
4355,treino
4356,treino
4357,treino
4358,teste
4359,treino
4360,treino
4361,teste
4362,treino
4363,treino
4364,teste
4365,treino
4366,treino
4367,treino
4368,teste
4369,treino
4370,validacao
4371,treino
4372,treino
4373,treino
4374,validacao
4375,teste
4376,treino
4377,validacao
4378,validacao
4379,treino
4380,teste
4381,treino
4382,teste
4383,treino
4384,treino
4385,teste
4386,treino
4387,treino
4388,treino
4389,treino
4390,treino
4391,treino
4392,treino
4393,teste
4394,treino
4395,teste
4396,treino
4397,treino
4398,treino
4399,validacao
4400,treino
4401,treino
4402,treino
4403,treino
4404,teste
4405,teste
4406,treino
4407,treino
4408,treino
4409,treino
4410,treino
4411,treino
4412,validacao
4413,validacao
4414,teste
4415,treino
4416,treino
4417,validacao
4418,treino
4419,treino
4420,treino
4421,treino
4422,treino
4423,validacao
4424,validacao
4425,treino
4426,treino
4427,treino
4428,teste
4429,treino
4430,teste
4431,treino
4432,teste
4433,treino
4434,treino
4435,treino
4436,validacao
4437,validacao
4438,teste
4439,treino
4440,validacao
4441,treino
4442,treino
4443,treino
4444,treino
4445,treino
4446,treino
4447,treino
4448,treino
4449,treino
4450,teste
4451,teste
4452,treino
4453,treino
4454,teste
4455,teste
4456,treino
4457,treino
4458,validacao
4459,teste
4460,treino
4461,treino
4462,teste
4463,validacao
4464,treino
4465,treino
4466,treino
4467,teste
4468,validacao
4469,treino
4470,treino
4471,validacao
4472,teste
4473,treino
4474,treino
4475,teste
4476,treino
4477,treino
4478,validacao
4479,treino
4480,validacao
4481,treino
4482,treino
4483,validacao
4484,validacao
4485,validacao
4486,treino
4487,treino
4488,teste
4489,teste
4490,treino
4491,treino
4492,treino
4493,validacao
4494,treino
4495,validacao
4496,teste
4497,treino
4498,treino
4499,validacao
4500,treino
4501,validacao
4502,validacao
4503,teste
4504,validacao
4505,treino
4506,treino
4507,treino
4508,treino
4509,teste
4510,validacao
4511,treino
4512,treino
4513,treino
4514,treino
4515,treino
4516,treino
4517,treino
4518,validacao
4519,treino
4520,validacao
4521,validacao
4522,treino
4523,treino
4524,validacao
4525,treino
4526,teste
4527,treino
4528,treino
4529,treino
4530,treino
4531,treino
4532,treino
4533,treino
4534,treino
4535,validacao
4536,treino
4537,treino
4538,treino
4539,teste
4540,treino
4541,treino
4542,validacao
4543,teste
4544,teste
4545,teste
4546,treino
4547,teste
4548,treino
4549,validacao
4550,treino
4551,validacao
4552,treino
4553,treino
4554,treino
4555,treino
4556,treino
4557,treino
4558,treino
4559,treino
4560,treino
4561,treino
4562,validacao
4563,validacao
4564,treino
4565,treino
4566,teste
4567,teste
4568,treino
4569,treino
4570,treino
4571,treino
4572,treino
4573,treino
4574,validacao
4575,validacao
4576,teste
4577,teste
4578,teste
4579,validacao
4580,treino
4581,treino
4582,treino
4583,validacao
4584,treino
4585,teste
4586,validacao
4587,treino
4588,teste
4589,teste
4590,treino
4591,treino
4592,teste
4593,treino
4594,treino
4595,validacao
4596,validacao
4597,validacao
4598,treino
4599,treino
4600,treino
4601,teste
4602,teste
4603,treino
4604,treino
4605,teste
4606,treino
4607,validacao
4608,validacao
4609,treino
4610,treino
4611,teste
4612,treino
4613,treino
4614,treino
4615,teste
4616,treino
4617,validacao
4618,teste
4619,teste
4620,teste
4621,treino
4622,treino
4623,validacao
4624,treino
4625,treino
4626,teste
4627,teste
4628,teste
4629,teste
4630,treino
4631,teste
4632,treino
4633,teste
4634,treino
4635,treino
4636,treino
4637,teste
4638,treino
4639,validacao
4640,treino
4641,validacao
4642,teste
4643,treino
4644,treino
4645,treino
4646,treino
4647,treino
4648,treino
4649,treino
4650,treino
4651,teste
4652,validacao
4653,teste
4654,treino
4655,treino
4656,treino
4657,validacao
4658,treino
4659,treino
4660,treino
4661,treino
4662,teste
4663,treino
4664,treino
4665,treino
4666,treino
4667,treino
4668,teste
4669,treino
4670,treino
4671,treino
4672,teste
4673,validacao
4674,teste
4675,treino
